"COU","Country","VAR","Variable","CO2","Country of origin","YEA","Year","Value","Flag Codes","Flags"
"CHL","Chile","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2012","2012",876,,
"CHL","Chile","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2013","2013",1118,,
"CHL","Chile","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2014","2014",828,,
"CHL","Chile","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2015","2015",821,,
"CHL","Chile","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2016","2016",1240,,
"CHL","Chile","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2017","2017",1906,,
"CHL","Chile","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2018","2018",1496,,
"CHL","Chile","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2019","2019",1109,,
"LVA","Latvia","TNBD","Total number of doctors","TOT","Total","2010","2010",8350,,
"LVA","Latvia","TNBD","Total number of doctors","TOT","Total","2011","2011",7930,,
"LVA","Latvia","TNBD","Total number of doctors","TOT","Total","2012","2012",8077,,
"LVA","Latvia","TNBD","Total number of doctors","TOT","Total","2013","2013",8317,,
"LVA","Latvia","TNBD","Total number of doctors","TOT","Total","2014","2014",8275,,
"LVA","Latvia","TNBD","Total number of doctors","TOT","Total","2015","2015",8287,,
"LVA","Latvia","TNBD","Total number of doctors","TOT","Total","2016","2016",8076,,
"LVA","Latvia","TNBD","Total number of doctors","TOT","Total","2017","2017",8022,,
"LVA","Latvia","TNBD","Total number of doctors","TOT","Total","2018","2018",7848,,
"LVA","Latvia","TNBD","Total number of doctors","TOT","Total","2019","2019",7686,,
"LVA","Latvia","DTRD","Domestically-trained doctors","TOT","Total","2010","2010",7765,,
"LVA","Latvia","DTRD","Domestically-trained doctors","TOT","Total","2011","2011",7363,,
"LVA","Latvia","DTRD","Domestically-trained doctors","TOT","Total","2012","2012",7504,,
"LVA","Latvia","DTRD","Domestically-trained doctors","TOT","Total","2013","2013",7738,,
"LVA","Latvia","DTRD","Domestically-trained doctors","TOT","Total","2014","2014",7717,,
"LVA","Latvia","DTRD","Domestically-trained doctors","TOT","Total","2015","2015",7747,,
"LVA","Latvia","DTRD","Domestically-trained doctors","TOT","Total","2016","2016",7571,,
"LVA","Latvia","DTRD","Domestically-trained doctors","TOT","Total","2017","2017",7545,,
"LVA","Latvia","DTRD","Domestically-trained doctors","TOT","Total","2018","2018",7414,,
"LVA","Latvia","DTRD","Domestically-trained doctors","TOT","Total","2019","2019",7281,,
"LVA","Latvia","FTDS","Foreign-trained doctors - Stock","TOT","Total","2010","2010",585,,
"LVA","Latvia","FTDS","Foreign-trained doctors - Stock","TOT","Total","2011","2011",567,,
"LVA","Latvia","FTDS","Foreign-trained doctors - Stock","TOT","Total","2012","2012",573,,
"LVA","Latvia","FTDS","Foreign-trained doctors - Stock","TOT","Total","2013","2013",579,,
"LVA","Latvia","FTDS","Foreign-trained doctors - Stock","TOT","Total","2014","2014",558,,
"LVA","Latvia","FTDS","Foreign-trained doctors - Stock","TOT","Total","2015","2015",540,,
"LVA","Latvia","FTDS","Foreign-trained doctors - Stock","TOT","Total","2016","2016",505,,
"LVA","Latvia","FTDS","Foreign-trained doctors - Stock","TOT","Total","2017","2017",477,,
"LVA","Latvia","FTDS","Foreign-trained doctors - Stock","TOT","Total","2018","2018",434,,
"LVA","Latvia","FTDS","Foreign-trained doctors - Stock","TOT","Total","2019","2019",405,,
"LVA","Latvia","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2010","2010",39,,
"LVA","Latvia","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2011","2011",16,,
"LVA","Latvia","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2012","2012",25,,
"LVA","Latvia","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2013","2013",25,,
"LVA","Latvia","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2014","2014",6,,
"LVA","Latvia","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2015","2015",3,,
"LVA","Latvia","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2016","2016",3,,
"LVA","Latvia","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2017","2017",8,,
"LVA","Latvia","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2018","2018",5,,
"LVA","Latvia","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2019","2019",2,,
"LVA","Latvia","TNBN","Total number of nurses","TOT","Total","2010","2010",9472,,
"LVA","Latvia","TNBN","Total number of nurses","TOT","Total","2011","2011",9032,,
"LVA","Latvia","TNBN","Total number of nurses","TOT","Total","2012","2012",9136,,
"LVA","Latvia","TNBN","Total number of nurses","TOT","Total","2013","2013",9199,,
"LVA","Latvia","TNBN","Total number of nurses","TOT","Total","2014","2014",9213,,
"LVA","Latvia","TNBN","Total number of nurses","TOT","Total","2015","2015",8777,,
"LVA","Latvia","TNBN","Total number of nurses","TOT","Total","2016","2016",8702,,
"LVA","Latvia","TNBN","Total number of nurses","TOT","Total","2017","2017",8460,,
"LVA","Latvia","TNBN","Total number of nurses","TOT","Total","2018","2018",8474,,
"LVA","Latvia","TNBN","Total number of nurses","TOT","Total","2019","2019",8407,,
"LVA","Latvia","DTRN","Domestically-trained nurses","TOT","Total","2010","2010",9051,,
"LVA","Latvia","DTRN","Domestically-trained nurses","TOT","Total","2011","2011",8651,,
"LVA","Latvia","DTRN","Domestically-trained nurses","TOT","Total","2012","2012",8768,,
"LVA","Latvia","DTRN","Domestically-trained nurses","TOT","Total","2013","2013",8837,,
"LVA","Latvia","DTRN","Domestically-trained nurses","TOT","Total","2014","2014",8863,,
"LVA","Latvia","DTRN","Domestically-trained nurses","TOT","Total","2015","2015",8481,,
"LVA","Latvia","DTRN","Domestically-trained nurses","TOT","Total","2016","2016",8425,,
"LVA","Latvia","DTRN","Domestically-trained nurses","TOT","Total","2017","2017",8186,,
"LVA","Latvia","DTRN","Domestically-trained nurses","TOT","Total","2018","2018",8251,,
"LVA","Latvia","DTRN","Domestically-trained nurses","TOT","Total","2019","2019",8190,,
"LVA","Latvia","FTNS","Foreign-trained nurses - Stock","TOT","Total","2010","2010",421,,
"LVA","Latvia","FTNS","Foreign-trained nurses - Stock","TOT","Total","2011","2011",381,,
"LVA","Latvia","FTNS","Foreign-trained nurses - Stock","TOT","Total","2012","2012",368,,
"LVA","Latvia","FTNS","Foreign-trained nurses - Stock","TOT","Total","2013","2013",362,,
"LVA","Latvia","FTNS","Foreign-trained nurses - Stock","TOT","Total","2014","2014",350,,
"LVA","Latvia","FTNS","Foreign-trained nurses - Stock","TOT","Total","2015","2015",296,,
"LVA","Latvia","FTNS","Foreign-trained nurses - Stock","TOT","Total","2016","2016",277,,
"LVA","Latvia","FTNS","Foreign-trained nurses - Stock","TOT","Total","2017","2017",274,,
"LVA","Latvia","FTNS","Foreign-trained nurses - Stock","TOT","Total","2018","2018",223,,
"LVA","Latvia","FTNS","Foreign-trained nurses - Stock","TOT","Total","2019","2019",217,,
"LVA","Latvia","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2010","2010",14,,
"LVA","Latvia","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2011","2011",5,,
"LVA","Latvia","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2012","2012",10,,
"LVA","Latvia","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2013","2013",11,,
"LVA","Latvia","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2014","2014",7,,
"LVA","Latvia","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2015","2015",2,,
"LVA","Latvia","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2016","2016",2,,
"LVA","Latvia","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2017","2017",0,,
"LVA","Latvia","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2018","2018",0,,
"LVA","Latvia","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2019","2019",1,,
"ISL","Iceland","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2017","2017",22,,
"ISL","Iceland","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2018","2018",65,,
"ISL","Iceland","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2019","2019",76,,
"KOR","Korea","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2010","2010",1,,
"KOR","Korea","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2011","2011",1,,
"KOR","Korea","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2012","2012",2,,
"KOR","Korea","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2013","2013",3,,
"KOR","Korea","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2014","2014",6,,
"KOR","Korea","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2015","2015",6,,
"KOR","Korea","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2016","2016",7,,
"KOR","Korea","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2017","2017",11,,
"KOR","Korea","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2018","2018",25,,
"KOR","Korea","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2019","2019",20,,
"KOR","Korea","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2010","2010",5,,
"KOR","Korea","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2011","2011",12,,
"KOR","Korea","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2012","2012",25,,
"KOR","Korea","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2013","2013",36,,
"KOR","Korea","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2014","2014",42,,
"KOR","Korea","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2015","2015",36,,
"KOR","Korea","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2016","2016",43,,
"KOR","Korea","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2017","2017",28,,
"KOR","Korea","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2018","2018",28,,
"KOR","Korea","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2019","2019",44,,
"ISL","Iceland","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2017","2017",33,,
"ISL","Iceland","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2018","2018",43,,
"ISL","Iceland","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2019","2019",61,,
"DNK","Denmark","UUUN","Unknown place of training (nurses)","TOT","Total","2010","2010",1,,
"DNK","Denmark","UUUN","Unknown place of training (nurses)","TOT","Total","2011","2011",1,,
"DNK","Denmark","UUUN","Unknown place of training (nurses)","TOT","Total","2012","2012",1,,
"DNK","Denmark","UUUN","Unknown place of training (nurses)","TOT","Total","2013","2013",1,,
"DNK","Denmark","UUUN","Unknown place of training (nurses)","TOT","Total","2014","2014",1,,
"DNK","Denmark","UUUN","Unknown place of training (nurses)","TOT","Total","2015","2015",1,,
"DNK","Denmark","UUUN","Unknown place of training (nurses)","TOT","Total","2016","2016",1,,
"DNK","Denmark","UUUN","Unknown place of training (nurses)","TOT","Total","2017","2017",0,,
"DNK","Denmark","UUUN","Unknown place of training (nurses)","TOT","Total","2018","2018",0,,
"DNK","Denmark","UUUN","Unknown place of training (nurses)","TOT","Total","2019","2019",0,,
"GRC","Greece","FTDS","Foreign-trained doctors - Stock","TOT","Total","2012","2012",8005,"D","Difference in methodology"
"GRC","Greece","FTDS","Foreign-trained doctors - Stock","TOT","Total","2013","2013",7997,"D","Difference in methodology"
"GRC","Greece","FTDS","Foreign-trained doctors - Stock","TOT","Total","2014","2014",7889,"D","Difference in methodology"
"GRC","Greece","FTDS","Foreign-trained doctors - Stock","TOT","Total","2015","2015",7754,"D","Difference in methodology"
"GRC","Greece","FTDS","Foreign-trained doctors - Stock","TOT","Total","2016","2016",7728,"D","Difference in methodology"
"GRC","Greece","FTDS","Foreign-trained doctors - Stock","TOT","Total","2017","2017",8367,"D","Difference in methodology"
"GRC","Greece","FTDS","Foreign-trained doctors - Stock","TOT","Total","2018","2018",9969,"D","Difference in methodology"
"GRC","Greece","FTDS","Foreign-trained doctors - Stock","TOT","Total","2019","2019",11332,"D","Difference in methodology"
"DNK","Denmark","UUUD","Unknown place of training (doctors)","TOT","Total","2010","2010",39,,
"DNK","Denmark","UUUD","Unknown place of training (doctors)","TOT","Total","2011","2011",30,,
"DNK","Denmark","UUUD","Unknown place of training (doctors)","TOT","Total","2012","2012",29,,
"DNK","Denmark","UUUD","Unknown place of training (doctors)","TOT","Total","2013","2013",29,,
"DNK","Denmark","UUUD","Unknown place of training (doctors)","TOT","Total","2014","2014",31,,
"DNK","Denmark","UUUD","Unknown place of training (doctors)","TOT","Total","2015","2015",28,,
"DNK","Denmark","UUUD","Unknown place of training (doctors)","TOT","Total","2016","2016",27,,
"DNK","Denmark","UUUD","Unknown place of training (doctors)","TOT","Total","2017","2017",23,,
"DNK","Denmark","UUUD","Unknown place of training (doctors)","TOT","Total","2018","2018",23,,
"DNK","Denmark","UUUD","Unknown place of training (doctors)","TOT","Total","2019","2019",20,,
"PRT","Portugal","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2017","2017",328,,
"PRT","Portugal","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2018","2018",357,,
"SVN","Slovenia","UUUN","Unknown place of training (nurses)","TOT","Total","2017","2017",128,,
"SVN","Slovenia","UUUN","Unknown place of training (nurses)","TOT","Total","2018","2018",4,,
"SVN","Slovenia","UUUN","Unknown place of training (nurses)","TOT","Total","2019","2019",4,,
"PRT","Portugal","TNBD","Total number of doctors","TOT","Total","2017","2017",51937,,
"GRC","Greece","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2012","2012",77,,
"GRC","Greece","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2013","2013",83,,
"GRC","Greece","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2014","2014",78,,
"GRC","Greece","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2015","2015",79,,
"GRC","Greece","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2016","2016",98,,
"GRC","Greece","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2017","2017",161,,
"GRC","Greece","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2018","2018",208,,
"GRC","Greece","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2019","2019",459,,
"CHL","Chile","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2017","2017",91,,
"CHL","Chile","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2018","2018",97,,
"CHL","Chile","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2019","2019",59,,
"PRT","Portugal","FTDS","Foreign-trained doctors - Stock","TOT","Total","2017","2017",6229,,
"PRT","Portugal","DTRD","Domestically-trained doctors","TOT","Total","2017","2017",45708,,
"PRT","Portugal","UUUD","Unknown place of training (doctors)","TOT","Total","2017","2017",0,,
"GRC","Greece","DTRD","Domestically-trained doctors","TOT","Total","2012","2012",29077,"D","Difference in methodology"
"GRC","Greece","DTRD","Domestically-trained doctors","TOT","Total","2013","2013",28916,"D","Difference in methodology"
"GRC","Greece","DTRD","Domestically-trained doctors","TOT","Total","2014","2014",29032,"D","Difference in methodology"
"GRC","Greece","DTRD","Domestically-trained doctors","TOT","Total","2015","2015",28685,"D","Difference in methodology"
"GRC","Greece","DTRD","Domestically-trained doctors","TOT","Total","2016","2016",30668,"D","Difference in methodology"
"GRC","Greece","DTRD","Domestically-trained doctors","TOT","Total","2017","2017",33626,"D","Difference in methodology"
"GRC","Greece","DTRD","Domestically-trained doctors","TOT","Total","2018","2018",32470,"D","Difference in methodology"
"GRC","Greece","DTRD","Domestically-trained doctors","TOT","Total","2019","2019",31466,"D","Difference in methodology"
"GRC","Greece","UUUD","Unknown place of training (doctors)","TOT","Total","2012","2012",445,"D","Difference in methodology"
"GRC","Greece","UUUD","Unknown place of training (doctors)","TOT","Total","2013","2013",451,"D","Difference in methodology"
"GRC","Greece","UUUD","Unknown place of training (doctors)","TOT","Total","2014","2014",454,"D","Difference in methodology"
"GRC","Greece","UUUD","Unknown place of training (doctors)","TOT","Total","2015","2015",433,"D","Difference in methodology"
"GRC","Greece","UUUD","Unknown place of training (doctors)","TOT","Total","2016","2016",431,"D","Difference in methodology"
